Entry,hybrid_cluster,Protein names,Gene Names,Keywords,Gene Ontology (GO),Function [CC]
A0A668AFB1,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A7N6C2F3,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A1A8QCI7,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),ADRB1,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A7K9IDE5,38,ADB4C protein,Adrb4c BUCCAP_R09800,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A8C6SHC4,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A674E4H9,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2 LOC115205627,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A7L3K818,38,ADB4C protein,Adrb4c DRYBRU_R09357,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A1L8FI55,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),adrb1.L LOC108696008,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A5A9NYG0,38,Beta-4C adrenergic receptor,E1301_Tti017525,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q3E3L3,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q1F0H6,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A553QFU3,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),DNTS_015004,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C5WDY7,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),ADRB1,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410]; regulation of heart rate [GO:0002027],
D0EWE8,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A2I4BQX8,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A665TUM8,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C2A6H5,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A2I4BZD9,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),LOC106524031,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3B4B4E7,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A851D4L6,38,ADB4C protein,Adrb4c TODMEX_R06102,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A6P8FWF6,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2b,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3B4ZE97,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A4W6CFN5,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8T3E1S3,38,G-protein coupled receptors family 1 profile domain-containing protein,AGOR_G00053980,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A315V9M4,38,G-protein coupled receptors family 1 profile domain-containing protein,CCH79_00006871,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
